,day,time,temp,energy,day_time,year,month,dd,dw,dy,hh,date_id,holiday,op_mode,stagione
42720,16-11-2022,00:00:00,10.77,69.5,2022-11-16 00:00:00,2022,11,16,3,320,0,20221116,False,2,inv2223
42721,16-11-2022,01:00:00,10.82,66.5,2022-11-16 01:00:00,2022,11,16,3,320,1,20221116,False,2,inv2223
42722,16-11-2022,02:00:00,11.07,71.0,2022-11-16 02:00:00,2022,11,16,3,320,2,20221116,False,2,inv2223
42723,16-11-2022,03:00:00,11.44,68.0,2022-11-16 03:00:00,2022,11,16,3,320,3,20221116,False,2,inv2223
42724,16-11-2022,04:00:00,11.69,70.0,2022-11-16 04:00:00,2022,11,16,3,320,4,20221116,False,2,inv2223
42725,16-11-2022,05:00:00,11.99,67.0,2022-11-16 05:00:00,2022,11,16,3,320,5,20221116,False,2,inv2223
42726,16-11-2022,06:00:00,12.08,294.5,2022-11-16 06:00:00,2022,11,16,3,320,6,20221116,False,2,inv2223
42739,16-11-2022,19:00:00,11.78,32.0,2022-11-16 19:00:00,2022,11,16,3,320,19,20221116,False,2,inv2223
42740,16-11-2022,20:00:00,11.29,1.5,2022-11-16 20:00:00,2022,11,16,3,320,20,20221116,False,2,inv2223
42741,16-11-2022,21:00:00,11.01,63.5,2022-11-16 21:00:00,2022,11,16,3,320,21,20221116,False,2,inv2223
42742,16-11-2022,22:00:00,10.86,83.0,2022-11-16 22:00:00,2022,11,16,3,320,22,20221116,False,2,inv2223
42743,16-11-2022,23:00:00,10.13,71.0,2022-11-16 23:00:00,2022,11,16,3,320,23,20221116,False,2,inv2223
42744,17-11-2022,00:00:00,9.73,71.5,2022-11-17 00:00:00,2022,11,17,4,321,0,20221117,False,2,inv2223
42745,17-11-2022,01:00:00,8.93,75.0,2022-11-17 01:00:00,2022,11,17,4,321,1,20221117,False,2,inv2223
42746,17-11-2022,02:00:00,8.43,83.0,2022-11-17 02:00:00,2022,11,17,4,321,2,20221117,False,2,inv2223
42747,17-11-2022,03:00:00,8.24,76.0,2022-11-17 03:00:00,2022,11,17,4,321,3,20221117,False,2,inv2223
42748,17-11-2022,04:00:00,8.81,70.5,2022-11-17 04:00:00,2022,11,17,4,321,4,20221117,False,2,inv2223
42749,17-11-2022,05:00:00,9.42,70.5,2022-11-17 05:00:00,2022,11,17,4,321,5,20221117,False,2,inv2223
42750,17-11-2022,06:00:00,9.54,328.0,2022-11-17 06:00:00,2022,11,17,4,321,6,20221117,False,2,inv2223
42763,17-11-2022,19:00:00,10.75,33.0,2022-11-17 19:00:00,2022,11,17,4,321,19,20221117,False,2,inv2223
42764,17-11-2022,20:00:00,10.33,21.5,2022-11-17 20:00:00,2022,11,17,4,321,20,20221117,False,2,inv2223
42765,17-11-2022,21:00:00,9.47,18.5,2022-11-17 21:00:00,2022,11,17,4,321,21,20221117,False,2,inv2223
42766,17-11-2022,22:00:00,9.41,53.0,2022-11-17 22:00:00,2022,11,17,4,321,22,20221117,False,2,inv2223
42767,17-11-2022,23:00:00,9.68,63.0,2022-11-17 23:00:00,2022,11,17,4,321,23,20221117,False,2,inv2223
42768,18-11-2022,00:00:00,10.23,60.0,2022-11-18 00:00:00,2022,11,18,5,322,0,20221118,False,2,inv2223
42769,18-11-2022,01:00:00,10.54,63.0,2022-11-18 01:00:00,2022,11,18,5,322,1,20221118,False,2,inv2223
42770,18-11-2022,02:00:00,11.07,61.0,2022-11-18 02:00:00,2022,11,18,5,322,2,20221118,False,2,inv2223
42771,18-11-2022,03:00:00,12.2,55.5,2022-11-18 03:00:00,2022,11,18,5,322,3,20221118,False,2,inv2223
42772,18-11-2022,04:00:00,11.77,69.0,2022-11-18 04:00:00,2022,11,18,5,322,4,20221118,False,2,inv2223
42773,18-11-2022,05:00:00,10.84,74.0,2022-11-18 05:00:00,2022,11,18,5,322,5,20221118,False,2,inv2223
42774,18-11-2022,06:00:00,10.19,328.5,2022-11-18 06:00:00,2022,11,18,5,322,6,20221118,False,2,inv2223
42787,18-11-2022,19:00:00,5.25,50.0,2022-11-18 19:00:00,2022,11,18,5,322,19,20221118,False,2,inv2223
42788,18-11-2022,20:00:00,3.96,31.0,2022-11-18 20:00:00,2022,11,18,5,322,20,20221118,False,2,inv2223
42789,18-11-2022,21:00:00,3.53,83.5,2022-11-18 21:00:00,2022,11,18,5,322,21,20221118,False,2,inv2223
42790,18-11-2022,22:00:00,2.99,106.0,2022-11-18 22:00:00,2022,11,18,5,322,22,20221118,False,2,inv2223
42791,18-11-2022,23:00:00,2.74,101.5,2022-11-18 23:00:00,2022,11,18,5,322,23,20221118,False,2,inv2223
42840,21-11-2022,00:00:00,3.31,139.0,2022-11-21 00:00:00,2022,11,21,1,325,0,20221121,False,2,inv2223
42841,21-11-2022,01:00:00,3.66,126.0,2022-11-21 01:00:00,2022,11,21,1,325,1,20221121,False,2,inv2223
42842,21-11-2022,02:00:00,3.34,131.0,2022-11-21 02:00:00,2022,11,21,1,325,2,20221121,False,2,inv2223
42843,21-11-2022,03:00:00,2.17,146.0,2022-11-21 03:00:00,2022,11,21,1,325,3,20221121,False,2,inv2223
42844,21-11-2022,04:00:00,0.29,142.0,2022-11-21 04:00:00,2022,11,21,1,325,4,20221121,False,2,inv2223
42845,21-11-2022,05:00:00,0.85,130.0,2022-11-21 05:00:00,2022,11,21,1,325,5,20221121,False,2,inv2223
42846,21-11-2022,06:00:00,1.87,364.0,2022-11-21 06:00:00,2022,11,21,1,325,6,20221121,False,2,inv2223
42859,21-11-2022,19:00:00,5.25,99.5,2022-11-21 19:00:00,2022,11,21,1,325,19,20221121,False,2,inv2223
42860,21-11-2022,20:00:00,6.51,159.5,2022-11-21 20:00:00,2022,11,21,1,325,20,20221121,False,2,inv2223
42861,21-11-2022,21:00:00,7.25,149.5,2022-11-21 21:00:00,2022,11,21,1,325,21,20221121,False,2,inv2223
42862,21-11-2022,22:00:00,8.32,156.0,2022-11-21 22:00:00,2022,11,21,1,325,22,20221121,False,2,inv2223
42863,21-11-2022,23:00:00,8.21,157.0,2022-11-21 23:00:00,2022,11,21,1,325,23,20221121,False,2,inv2223
42864,22-11-2022,00:00:00,7.46,195.0,2022-11-22 00:00:00,2022,11,22,2,326,0,20221122,False,2,inv2223
42865,22-11-2022,01:00:00,7.36,176.0,2022-11-22 01:00:00,2022,11,22,2,326,1,20221122,False,2,inv2223
42866,22-11-2022,02:00:00,7.58,162.0,2022-11-22 02:00:00,2022,11,22,2,326,2,20221122,False,2,inv2223
42867,22-11-2022,03:00:00,9.39,151.0,2022-11-22 03:00:00,2022,11,22,2,326,3,20221122,False,2,inv2223
42868,22-11-2022,04:00:00,9.6,161.5,2022-11-22 04:00:00,2022,11,22,2,326,4,20221122,False,2,inv2223
42869,22-11-2022,05:00:00,9.77,174.0,2022-11-22 05:00:00,2022,11,22,2,326,5,20221122,False,2,inv2223
42870,22-11-2022,06:00:00,9.48,318.5,2022-11-22 06:00:00,2022,11,22,2,326,6,20221122,False,2,inv2223
42883,22-11-2022,19:00:00,5.23,302.5,2022-11-22 19:00:00,2022,11,22,2,326,19,20221122,False,2,inv2223
42884,22-11-2022,20:00:00,5.45,221.0,2022-11-22 20:00:00,2022,11,22,2,326,20,20221122,False,2,inv2223
42885,22-11-2022,21:00:00,5.69,129.5,2022-11-22 21:00:00,2022,11,22,2,326,21,20221122,False,2,inv2223
42886,22-11-2022,22:00:00,5.85,155.5,2022-11-22 22:00:00,2022,11,22,2,326,22,20221122,False,2,inv2223
42887,22-11-2022,23:00:00,5.32,186.0,2022-11-22 23:00:00,2022,11,22,2,326,23,20221122,False,2,inv2223
42888,23-11-2022,00:00:00,4.89,192.0,2022-11-23 00:00:00,2022,11,23,3,327,0,20221123,False,2,inv2223
42889,23-11-2022,01:00:00,4.92,193.0,2022-11-23 01:00:00,2022,11,23,3,327,1,20221123,False,2,inv2223
42890,23-11-2022,02:00:00,5.02,186.0,2022-11-23 02:00:00,2022,11,23,3,327,2,20221123,False,2,inv2223
42891,23-11-2022,03:00:00,5.15,190.0,2022-11-23 03:00:00,2022,11,23,3,327,3,20221123,False,2,inv2223
42892,23-11-2022,04:00:00,5.3,260.5,2022-11-23 04:00:00,2022,11,23,3,327,4,20221123,False,2,inv2223
42893,23-11-2022,05:00:00,5.29,246.0,2022-11-23 05:00:00,2022,11,23,3,327,5,20221123,False,2,inv2223
42894,23-11-2022,06:00:00,5.31,210.5,2022-11-23 06:00:00,2022,11,23,3,327,6,20221123,False,2,inv2223
42907,23-11-2022,19:00:00,1.39,77.0,2022-11-23 19:00:00,2022,11,23,3,327,19,20221123,False,2,inv2223
42908,23-11-2022,20:00:00,1.39,167.0,2022-11-23 20:00:00,2022,11,23,3,327,20,20221123,False,2,inv2223
42909,23-11-2022,21:00:00,0.99,207.5,2022-11-23 21:00:00,2022,11,23,3,327,21,20221123,False,2,inv2223
42910,23-11-2022,22:00:00,0.93,189.5,2022-11-23 22:00:00,2022,11,23,3,327,22,20221123,False,2,inv2223
42911,23-11-2022,23:00:00,0.75,204.5,2022-11-23 23:00:00,2022,11,23,3,327,23,20221123,False,2,inv2223
42912,24-11-2022,00:00:00,0.56,195.5,2022-11-24 00:00:00,2022,11,24,4,328,0,20221124,False,2,inv2223
42913,24-11-2022,01:00:00,-0.1,204.5,2022-11-24 01:00:00,2022,11,24,4,328,1,20221124,False,2,inv2223
42914,24-11-2022,02:00:00,0.04,207.5,2022-11-24 02:00:00,2022,11,24,4,328,2,20221124,False,2,inv2223
42915,24-11-2022,03:00:00,1.57,188.0,2022-11-24 03:00:00,2022,11,24,4,328,3,20221124,False,2,inv2223
42916,24-11-2022,04:00:00,2.25,202.0,2022-11-24 04:00:00,2022,11,24,4,328,4,20221124,False,2,inv2223
42917,24-11-2022,05:00:00,2.05,201.5,2022-11-24 05:00:00,2022,11,24,4,328,5,20221124,False,2,inv2223
42931,24-11-2022,19:00:00,3.93,72.5,2022-11-24 19:00:00,2022,11,24,4,328,19,20221124,False,2,inv2223
42932,24-11-2022,20:00:00,2.57,64.0,2022-11-24 20:00:00,2022,11,24,4,328,20,20221124,False,2,inv2223
42933,24-11-2022,21:00:00,3.54,121.5,2022-11-24 21:00:00,2022,11,24,4,328,21,20221124,False,2,inv2223
42934,24-11-2022,22:00:00,3.34,136.0,2022-11-24 22:00:00,2022,11,24,4,328,22,20221124,False,2,inv2223
42935,24-11-2022,23:00:00,2.44,140.5,2022-11-24 23:00:00,2022,11,24,4,328,23,20221124,False,2,inv2223
42936,25-11-2022,00:00:00,1.49,146.5,2022-11-25 00:00:00,2022,11,25,5,329,0,20221125,False,2,inv2223
42937,25-11-2022,01:00:00,2.09,142.0,2022-11-25 01:00:00,2022,11,25,5,329,1,20221125,False,2,inv2223
42938,25-11-2022,02:00:00,2.81,145.5,2022-11-25 02:00:00,2022,11,25,5,329,2,20221125,False,2,inv2223
42939,25-11-2022,03:00:00,3.07,140.0,2022-11-25 03:00:00,2022,11,25,5,329,3,20221125,False,2,inv2223
42940,25-11-2022,04:00:00,3.34,152.0,2022-11-25 04:00:00,2022,11,25,5,329,4,20221125,False,2,inv2223
42941,25-11-2022,05:00:00,2.56,150.0,2022-11-25 05:00:00,2022,11,25,5,329,5,20221125,False,2,inv2223
42942,25-11-2022,06:00:00,2.29,401.0,2022-11-25 06:00:00,2022,11,25,5,329,6,20221125,False,2,inv2223
42955,25-11-2022,19:00:00,5.56,66.5,2022-11-25 19:00:00,2022,11,25,5,329,19,20221125,False,2,inv2223
42956,25-11-2022,20:00:00,4.34,57.5,2022-11-25 20:00:00,2022,11,25,5,329,20,20221125,False,2,inv2223
42957,25-11-2022,21:00:00,3.4,121.5,2022-11-25 21:00:00,2022,11,25,5,329,21,20221125,False,2,inv2223
42958,25-11-2022,22:00:00,4.16,132.0,2022-11-25 22:00:00,2022,11,25,5,329,22,20221125,False,2,inv2223
42959,25-11-2022,23:00:00,5.59,126.5,2022-11-25 23:00:00,2022,11,25,5,329,23,20221125,False,2,inv2223
43008,28-11-2022,00:00:00,4.3,171.5,2022-11-28 00:00:00,2022,11,28,1,332,0,20221128,False,2,inv2223
43009,28-11-2022,01:00:00,3.84,171.5,2022-11-28 01:00:00,2022,11,28,1,332,1,20221128,False,2,inv2223
43010,28-11-2022,02:00:00,3.53,141.0,2022-11-28 02:00:00,2022,11,28,1,332,2,20221128,False,2,inv2223
43011,28-11-2022,03:00:00,3.77,125.0,2022-11-28 03:00:00,2022,11,28,1,332,3,20221128,False,2,inv2223
43012,28-11-2022,04:00:00,3.04,126.5,2022-11-28 04:00:00,2022,11,28,1,332,4,20221128,False,2,inv2223
43013,28-11-2022,05:00:00,3.47,129.5,2022-11-28 05:00:00,2022,11,28,1,332,5,20221128,False,2,inv2223
43014,28-11-2022,06:00:00,2.51,347.0,2022-11-28 06:00:00,2022,11,28,1,332,6,20221128,False,2,inv2223
43027,28-11-2022,19:00:00,5.42,72.0,2022-11-28 19:00:00,2022,11,28,1,332,19,20221128,False,2,inv2223
43028,28-11-2022,20:00:00,5.18,126.0,2022-11-28 20:00:00,2022,11,28,1,332,20,20221128,False,2,inv2223
43029,28-11-2022,21:00:00,4.94,170.5,2022-11-28 21:00:00,2022,11,28,1,332,21,20221128,False,2,inv2223
43030,28-11-2022,22:00:00,4.75,152.5,2022-11-28 22:00:00,2022,11,28,1,332,22,20221128,False,2,inv2223
43031,28-11-2022,23:00:00,4.62,160.5,2022-11-28 23:00:00,2022,11,28,1,332,23,20221128,False,2,inv2223
43032,29-11-2022,00:00:00,4.6,158.0,2022-11-29 00:00:00,2022,11,29,2,333,0,20221129,False,2,inv2223
43033,29-11-2022,01:00:00,4.51,177.0,2022-11-29 01:00:00,2022,11,29,2,333,1,20221129,False,2,inv2223
43034,29-11-2022,02:00:00,3.97,180.0,2022-11-29 02:00:00,2022,11,29,2,333,2,20221129,False,2,inv2223
43035,29-11-2022,03:00:00,3.69,161.5,2022-11-29 03:00:00,2022,11,29,2,333,3,20221129,False,2,inv2223
43036,29-11-2022,04:00:00,3.71,190.5,2022-11-29 04:00:00,2022,11,29,2,333,4,20221129,False,2,inv2223
43037,29-11-2022,05:00:00,3.69,177.5,2022-11-29 05:00:00,2022,11,29,2,333,5,20221129,False,2,inv2223
43038,29-11-2022,06:00:00,3.71,385.5,2022-11-29 06:00:00,2022,11,29,2,333,6,20221129,False,2,inv2223
43051,29-11-2022,19:00:00,3.45,65.5,2022-11-29 19:00:00,2022,11,29,2,333,19,20221129,False,2,inv2223
43052,29-11-2022,20:00:00,3.35,181.0,2022-11-29 20:00:00,2022,11,29,2,333,20,20221129,False,2,inv2223
43053,29-11-2022,21:00:00,3.45,196.5,2022-11-29 21:00:00,2022,11,29,2,333,21,20221129,False,2,inv2223
43054,29-11-2022,22:00:00,3.49,201.0,2022-11-29 22:00:00,2022,11,29,2,333,22,20221129,False,2,inv2223
43055,29-11-2022,23:00:00,3.6,205.0,2022-11-29 23:00:00,2022,11,29,2,333,23,20221129,False,2,inv2223
43056,30-11-2022,00:00:00,3.65,205.5,2022-11-30 00:00:00,2022,11,30,3,334,0,20221130,False,2,inv2223
43057,30-11-2022,01:00:00,3.57,198.0,2022-11-30 01:00:00,2022,11,30,3,334,1,20221130,False,2,inv2223
43058,30-11-2022,02:00:00,3.47,205.5,2022-11-30 02:00:00,2022,11,30,3,334,2,20221130,False,2,inv2223
43059,30-11-2022,03:00:00,3.6,200.5,2022-11-30 03:00:00,2022,11,30,3,334,3,20221130,False,2,inv2223
43060,30-11-2022,04:00:00,3.86,196.5,2022-11-30 04:00:00,2022,11,30,3,334,4,20221130,False,2,inv2223
43061,30-11-2022,05:00:00,3.72,206.5,2022-11-30 05:00:00,2022,11,30,3,334,5,20221130,False,2,inv2223
43075,30-11-2022,19:00:00,4.84,43.0,2022-11-30 19:00:00,2022,11,30,3,334,19,20221130,False,2,inv2223
43076,30-11-2022,20:00:00,4.94,148.5,2022-11-30 20:00:00,2022,11,30,3,334,20,20221130,False,2,inv2223
43077,30-11-2022,21:00:00,4.83,162.0,2022-11-30 21:00:00,2022,11,30,3,334,21,20221130,False,2,inv2223
43078,30-11-2022,22:00:00,4.62,170.5,2022-11-30 22:00:00,2022,11,30,3,334,22,20221130,False,2,inv2223
43079,30-11-2022,23:00:00,4.62,165.5,2022-11-30 23:00:00,2022,11,30,3,334,23,20221130,False,2,inv2223
43080,01-12-2022,00:00:00,4.56,168.0,2022-12-01 00:00:00,2022,12,1,4,335,0,20221201,False,2,inv2223
43081,01-12-2022,01:00:00,4.3,170.0,2022-12-01 01:00:00,2022,12,1,4,335,1,20221201,False,2,inv2223
43082,01-12-2022,02:00:00,4.17,170.5,2022-12-01 02:00:00,2022,12,1,4,335,2,20221201,False,2,inv2223
43083,01-12-2022,03:00:00,4.27,168.0,2022-12-01 03:00:00,2022,12,1,4,335,3,20221201,False,2,inv2223
43084,01-12-2022,04:00:00,4.36,170.5,2022-12-01 04:00:00,2022,12,1,4,335,4,20221201,False,2,inv2223
43085,01-12-2022,05:00:00,4.47,169.5,2022-12-01 05:00:00,2022,12,1,4,335,5,20221201,False,2,inv2223
43099,01-12-2022,19:00:00,4.47,75.0,2022-12-01 19:00:00,2022,12,1,4,335,19,20221201,False,2,inv2223
43100,01-12-2022,20:00:00,4.08,131.0,2022-12-01 20:00:00,2022,12,1,4,335,20,20221201,False,2,inv2223
43101,01-12-2022,21:00:00,4.22,141.5,2022-12-01 21:00:00,2022,12,1,4,335,21,20221201,False,2,inv2223
43102,01-12-2022,22:00:00,4.57,140.0,2022-12-01 22:00:00,2022,12,1,4,335,22,20221201,False,2,inv2223
43103,01-12-2022,23:00:00,4.62,139.5,2022-12-01 23:00:00,2022,12,1,4,335,23,20221201,False,2,inv2223
43104,02-12-2022,00:00:00,4.06,150.5,2022-12-02 00:00:00,2022,12,2,5,336,0,20221202,False,2,inv2223
43105,02-12-2022,01:00:00,3.64,148.5,2022-12-02 01:00:00,2022,12,2,5,336,1,20221202,False,2,inv2223
43106,02-12-2022,02:00:00,3.57,152.5,2022-12-02 02:00:00,2022,12,2,5,336,2,20221202,False,2,inv2223
43107,02-12-2022,03:00:00,3.47,152.0,2022-12-02 03:00:00,2022,12,2,5,336,3,20221202,False,2,inv2223
43108,02-12-2022,04:00:00,3.44,151.0,2022-12-02 04:00:00,2022,12,2,5,336,4,20221202,False,2,inv2223
43109,02-12-2022,05:00:00,3.71,144.5,2022-12-02 05:00:00,2022,12,2,5,336,5,20221202,False,2,inv2223
43110,02-12-2022,06:00:00,3.73,364.0,2022-12-02 06:00:00,2022,12,2,5,336,6,20221202,False,2,inv2223
43123,02-12-2022,19:00:00,5.2,69.5,2022-12-02 19:00:00,2022,12,2,5,336,19,20221202,False,2,inv2223
43124,02-12-2022,20:00:00,5.03,102.0,2022-12-02 20:00:00,2022,12,2,5,336,20,20221202,False,2,inv2223
43125,02-12-2022,21:00:00,4.71,128.0,2022-12-02 21:00:00,2022,12,2,5,336,21,20221202,False,2,inv2223
43126,02-12-2022,22:00:00,5.22,122.0,2022-12-02 22:00:00,2022,12,2,5,336,22,20221202,False,2,inv2223
43127,02-12-2022,23:00:00,5.72,129.0,2022-12-02 23:00:00,2022,12,2,5,336,23,20221202,False,2,inv2223
43176,05-12-2022,00:00:00,6.29,114.5,2022-12-05 00:00:00,2022,12,5,1,339,0,20221205,False,2,inv2223
43177,05-12-2022,01:00:00,5.59,115.0,2022-12-05 01:00:00,2022,12,5,1,339,1,20221205,False,2,inv2223
43178,05-12-2022,02:00:00,4.81,125.0,2022-12-05 02:00:00,2022,12,5,1,339,2,20221205,False,2,inv2223
43179,05-12-2022,03:00:00,5.0,115.5,2022-12-05 03:00:00,2022,12,5,1,339,3,20221205,False,2,inv2223
43180,05-12-2022,04:00:00,6.55,107.0,2022-12-05 04:00:00,2022,12,5,1,339,4,20221205,False,2,inv2223
43181,05-12-2022,05:00:00,7.81,107.5,2022-12-05 05:00:00,2022,12,5,1,339,5,20221205,False,2,inv2223
43182,05-12-2022,06:00:00,8.87,320.5,2022-12-05 06:00:00,2022,12,5,1,339,6,20221205,False,2,inv2223
43195,05-12-2022,19:00:00,12.0,49.5,2022-12-05 19:00:00,2022,12,5,1,339,19,20221205,False,2,inv2223
43196,05-12-2022,20:00:00,11.1,61.5,2022-12-05 20:00:00,2022,12,5,1,339,20,20221205,False,2,inv2223
43197,05-12-2022,21:00:00,9.07,110.0,2022-12-05 21:00:00,2022,12,5,1,339,21,20221205,False,2,inv2223
43198,05-12-2022,22:00:00,9.34,110.0,2022-12-05 22:00:00,2022,12,5,1,339,22,20221205,False,2,inv2223
43199,05-12-2022,23:00:00,9.32,110.0,2022-12-05 23:00:00,2022,12,5,1,339,23,20221205,False,2,inv2223
43200,06-12-2022,00:00:00,9.49,115.0,2022-12-06 00:00:00,2022,12,6,2,340,0,20221206,False,2,inv2223
43201,06-12-2022,01:00:00,9.08,114.0,2022-12-06 01:00:00,2022,12,6,2,340,1,20221206,False,2,inv2223
43202,06-12-2022,02:00:00,9.0,117.5,2022-12-06 02:00:00,2022,12,6,2,340,2,20221206,False,2,inv2223
43203,06-12-2022,03:00:00,8.66,119.0,2022-12-06 03:00:00,2022,12,6,2,340,3,20221206,False,2,inv2223
43204,06-12-2022,04:00:00,7.9,120.5,2022-12-06 04:00:00,2022,12,6,2,340,4,20221206,False,2,inv2223
43205,06-12-2022,05:00:00,7.46,124.5,2022-12-06 05:00:00,2022,12,6,2,340,5,20221206,False,2,inv2223
43206,06-12-2022,06:00:00,6.69,372.5,2022-12-06 06:00:00,2022,12,6,2,340,6,20221206,False,2,inv2223
43219,06-12-2022,19:00:00,3.47,62.5,2022-12-06 19:00:00,2022,12,6,2,340,19,20221206,False,2,inv2223
43220,06-12-2022,20:00:00,3.0,53.5,2022-12-06 20:00:00,2022,12,6,2,340,20,20221206,False,2,inv2223
43221,06-12-2022,21:00:00,2.61,109.0,2022-12-06 21:00:00,2022,12,6,2,340,21,20221206,False,2,inv2223
43222,06-12-2022,22:00:00,4.19,121.5,2022-12-06 22:00:00,2022,12,6,2,340,22,20221206,False,2,inv2223
43223,06-12-2022,23:00:00,4.32,117.5,2022-12-06 23:00:00,2022,12,6,2,340,23,20221206,False,2,inv2223
43224,07-12-2022,00:00:00,3.55,119.0,2022-12-07 00:00:00,2022,12,7,3,341,0,20221207,False,2,inv2223
43225,07-12-2022,01:00:00,3.66,123.0,2022-12-07 01:00:00,2022,12,7,3,341,1,20221207,False,2,inv2223
43226,07-12-2022,02:00:00,3.81,125.5,2022-12-07 02:00:00,2022,12,7,3,341,2,20221207,False,2,inv2223
43227,07-12-2022,03:00:00,2.72,126.5,2022-12-07 03:00:00,2022,12,7,3,341,3,20221207,False,2,inv2223
43228,07-12-2022,04:00:00,3.22,133.0,2022-12-07 04:00:00,2022,12,7,3,341,4,20221207,False,2,inv2223
